Computational basis states,Probabilities
111000011100000,0.012
111000011100001,0.012
111000011100011,0.012
111000011100111,0.024
111000011101000,0.012
111000011101100,0.024
111000011101101,0.024
111000011101111,0.012
111000011110001,0.049
111000011110011,0.012
111000011110100,0.012
111000011110101,0.012
111000011110110,0.012
111000011110111,0.012
111000011111001,0.024
111000011111110,0.012
111000100000001,0.012
111000100000011,0.037
111000100000100,0.024
111000100000101,0.012
111000100000110,0.024
111000100001000,0.012
111000100001001,0.012
111000100001100,0.012
111000100001111,0.012
111000100010001,0.012
111000100010011,0.024
111000100011000,0.012
111000100011010,0.012
111000100011100,0.012
111000100011101,0.024
111000100011110,0.012
111000100100000,0.024
111000100100100,0.024
111000100101000,0.012
111000100101001,0.037
111000100101010,0.037
111000100101011,0.024
111000100101111,0.012
111000100110000,0.012
111000100110001,0.012
111000100110101,0.012
111000100110111,0.012
111000100111011,0.012
111000100111111,0.012
111000101000000,0.012
111000101000010,0.012
111000101000100,0.012
111000101001101,0.012
111000101001110,0.012
111000101011111,0.012
111000101100101,0.012
111000101101001,0.012
111000101101011,0.012
111000101101100,0.012
111000101111000,0.012
111000101111001,0.012
111000101111011,0.012
111000101111101,0.012
111000110000001,0.012
111000110000010,0.012
111000110000100,0.012
111000110000111,0.012
111000110001000,0.012
111000110001001,0.024
111000110001010,0.024
111000110001101,0.024
111000110001110,0.024
111000110001111,0.037
111000110010000,0.012
111000110010110,0.012
111000110010111,0.012
111000110011111,0.012
111000110100011,0.012
111000110100100,0.012
111000110101001,0.012
111000110101101,0.012
111000110110001,0.012
111000110110010,0.012
111000110110110,0.012
111000111000000,0.024
111000111001000,0.012
111000111001101,0.012
111000111010101,0.012
111000111010110,0.012
111000111100001,0.012
111000111100010,0.012
111000111110001,0.012
111001000000001,0.012
111001000000010,0.012
111001000000011,0.037
111001000000100,0.012
111001000000101,0.037
111001000001000,0.024
111001000001011,0.024
111001000001101,0.012
111001000001110,0.037
111001000010100,0.024
111001000010101,0.012
111001000010111,0.012
111001000011000,0.012
111001000011001,0.012
111001000011010,0.012
111001000011011,0.012
111001000011100,0.024
111001000011110,0.012
111001000011111,0.012
111001000100000,0.012
111001000100001,0.024
111001000100011,0.012
111001000100101,0.012
111001000100110,0.012
111001000100111,0.012
111001000101000,0.037
111001000101001,0.012
111001000101010,0.024
111001000101011,0.012
111001000101100,0.024
111001000101110,0.012
111001000101111,0.012
111001000110000,0.012
111001000110001,0.012
111001000110010,0.012
111001000110100,0.012
111001000110111,0.012
111001000111000,0.012
111001000111001,0.012
111001000111011,0.012
111001000111100,0.012
111001000111110,0.012
111001001000001,0.012
111001001000010,0.012
111001001000011,0.024
111001001001101,0.012
111001001001110,0.012
111001001001111,0.012
111001001010000,0.024
111001001010011,0.012
111001001010100,0.012
111001001010110,0.012
111001001010111,0.012
111001001011000,0.012
111001001011001,0.024
111001001011010,0.012
111001001011011,0.024
111001001011111,0.012
111001001100000,0.024
111001001100001,0.012
111001001100010,0.012
111001001100100,0.024
111001001101011,0.012
111001001110001,0.012
111001001110011,0.012
111001001111011,0.012
111001010000000,0.012
111001010000010,0.037
111001010000011,0.012
111001010000100,0.012
111001010000101,0.012
111001010000110,0.012
111001010000111,0.024
111001010001000,0.012
111001010001010,0.024
111001010001011,0.012
111001010001110,0.012
111001010001111,0.012
111001010010001,0.012
111001010010011,0.012
111001010010100,0.012
111001010010101,0.012
111001010010110,0.037
111001010011000,0.012
111001010011001,0.012
111001010011010,0.024
111001010011011,0.012
111001010011100,0.024
111001010011110,0.012
111001010011111,0.012
111001010100000,0.012
111001010100001,0.012
111001010100110,0.012
111001010100111,0.049
111001010101000,0.024
111001010101001,0.024
111001010101010,0.012
111001010101011,0.012
111001010101100,0.024
111001010101101,0.037
111001010101111,0.012
111001010110001,0.012
111001010110011,0.012
111001010110100,0.012
111001010111011,0.037
111001010111101,0.024
111001010111110,0.024
111001010111111,0.024
111001011000000,0.012
111001011000101,0.024
111001011001111,0.012
111001011010000,0.012
111001011010010,0.012
111001011010101,0.012
111001011010110,0.012
111001011011000,0.012
111001011011011,0.012
111001011011101,0.012
111001011100010,0.012
111001011100011,0.012
111001011100100,0.012
111001011100111,0.024
111001011101000,0.012
111001011101001,0.024
111001011101101,0.024
111001011101110,0.012
111001011110010,0.012
111001011110011,0.012
111001011110101,0.012
111001011111001,0.012
111001011111100,0.024
111001011111101,0.012
111001011111111,0.024
111001100000000,0.012
111001100000001,0.012
111001100000100,0.012
111001100000110,0.012
111001100000111,0.024
111001100001000,0.024
111001100001001,0.012
111001100001110,0.012
111001100010000,0.012
111001100010011,0.012
111001100010101,0.012
111001100011000,0.012
111001100011011,0.024
111001100100000,0.012
111001100100001,0.024
111001100100100,0.024
111001100101000,0.012
111001100101001,0.012
111001100101011,0.012
111001100101100,0.024
111001100101111,0.012
111001100110101,0.012
111001100111010,0.012
111001100111011,0.012
111001100111100,0.024
111001100111101,0.012
111001100111111,0.012
111001101001000,0.012
111001101001100,0.012
111001101001111,0.012
111001101011001,0.012
111001101100000,0.024
111001101101010,0.012
111001101111000,0.012
111001110000001,0.024
111001110000010,0.061
111001110000100,0.012
111001110001000,0.012
111001110001001,0.012
111001110001010,0.024
111001110001011,0.024
111001110001100,0.037
111001110001111,0.012
111001110010011,0.012
111001110010110,0.012
111001110100011,0.012
111001110100100,0.012
111001110100101,0.012
111001110100110,0.012
111001110101000,0.012
111001110101001,0.012
111001110101010,0.012
111001110101100,0.012
111001110101101,0.024
111001110110000,0.012
111001110110001,0.012
111001110110010,0.012
111001110110011,0.012
111001110110100,0.012
111001110110111,0.012
111001110111000,0.024
111001110111100,0.012
111001111000001,0.012
111001111000110,0.012
111001111001010,0.012
111001111001110,0.012
111001111100001,0.012
111001111100111,0.012
111010000000000,0.037
111010000000001,0.024
111010000000100,0.049
111010000000101,0.024
111010000000110,0.024
111010000001000,0.024
111010000001001,0.012
111010000001101,0.049
111010000001111,0.012
111010000010001,0.012
111010000010010,0.012
111010000010011,0.012
111010000011110,0.012
111010000100000,0.024
111010000100001,0.024
111010000100011,0.012
111010000100101,0.024
111010000100110,0.012
111010000101000,0.024
111010000101010,0.037
111010000101110,0.012
111010000110000,0.049
111010000110001,0.024
111010000110011,0.012
111010001000000,0.012
111010001000011,0.012
111010001000101,0.012
111010001001101,0.024
111010001010000,0.012
111010001010111,0.012
111010001011111,0.012
111010001100001,0.012
111010001100111,0.012
111010001101010,0.012
111010001101011,0.012
111010001101100,0.012
111010001101111,0.024
111010001110101,0.012
111010001111010,0.012
111010010000000,0.037
111010010000011,0.024
111010010000101,0.012
111010010000110,0.012
111010010001010,0.012
111010010001011,0.012
111010010001101,0.012
111010010001111,0.012
111010010011000,0.024
111010010100000,0.012
111010010100010,0.024
111010010100100,0.012
111010010100110,0.012
111010010101001,0.024
111010010101010,0.024
111010010101011,0.012
111010010101111,0.012
111010010110010,0.024
111010010110011,0.012
111010010110100,0.012
111010010110111,0.012
111010010111101,0.024
111010010111110,0.012
111010011000010,0.012
111010011000011,0.012
111010011000101,0.024
111010011000110,0.037
111010011001000,0.012
111010011001101,0.012
111010011010011,0.012
111010011011001,0.012
111010011011111,0.012
111010011100100,0.024
111010011100101,0.012
111010011101001,0.024
111010011101010,0.012
111010011110001,0.012
111010011110010,0.012
111010011111011,0.012
111010011111101,0.012
111010100000000,0.012
111010100001000,0.012
111010100001110,0.012
111010100001111,0.012
111010100010010,0.012
111010100010011,0.012
111010100010101,0.012
111010100011010,0.012
111010100011110,0.012
111010100100000,0.012
111010100100011,0.024
111010100100101,0.012
111010100100110,0.012
111010100110010,0.012
111010100110011,0.012
111010100110101,0.012
111010100110110,0.012
111010100110111,0.012
111010100111000,0.012
111010100111110,0.012
111010101000101,0.012
111010101001010,0.012
111010101011100,0.012
111010101011101,0.012
111010101011110,0.012
111010101101010,0.012
111010101101011,0.012
111010101110010,0.012
111010110000000,0.012
111010110000001,0.012
111010110000010,0.012
111010110000011,0.012
111010110000110,0.012
111010110000111,0.012
111010110001000,0.012
111010110001001,0.012
111010110001011,0.012
111010110001101,0.024
111010110001111,0.012
111010110010010,0.012
111010110011100,0.012
111010110100000,0.012
111010110100100,0.012
111010110100111,0.012
111010110101000,0.012
111010110101001,0.012
111010110101100,0.012
111010110101110,0.012
111010110111001,0.012
111010110111110,0.012
111010111000000,0.012
111010111000010,0.012
111010111001010,0.024
111010111001110,0.012
111010111010010,0.012
111010111010111,0.012
111010111011101,0.012
111010111100010,0.012
111010111101010,0.012
111011000000001,0.024
111011000000100,0.024
111011000000111,0.024
111011000001000,0.024
111011000001001,0.012
111011000001010,0.012
111011000001011,0.024
111011000001101,0.012
111011000010001,0.012
111011000010101,0.012
111011000011000,0.012
111011000011011,0.012
111011000011110,0.012
111011000011111,0.012
111011000100010,0.037
111011000100100,0.012
111011000100101,0.012
111011000101000,0.024
111011000101010,0.012
111011000101011,0.012
111011000101101,0.012
111011000101111,0.024
111011000110000,0.012
111011000110100,0.012
111011000110101,0.024
111011000110110,0.012
111011000110111,0.012
111011000111000,0.012
111011000111100,0.012
111011000111110,0.012
111011000111111,0.012
111011001000011,0.012
111011001000110,0.012
111011001001010,0.012
111011001001101,0.012
111011001010011,0.012
111011001010101,0.012
111011001010111,0.024
111011001011000,0.012
111011001100010,0.012
111011001100011,0.012
111011001100111,0.024
111011001101010,0.012
111011001110001,0.012
111011001110100,0.012
111011001110110,0.012
111011001110111,0.024
111011001111010,0.012
111011010000010,0.012
111011010000011,0.012
111011010000100,0.012
111011010000101,0.024
111011010001001,0.012
111011010001100,0.049
111011010010011,0.012
111011010010101,0.012
111011010011001,0.012
111011010011011,0.024
111011010011101,0.012
111011010100001,0.012
111011010100010,0.012
111011010100100,0.024
111011010100110,0.024
111011010100111,0.012
111011010101001,0.012
111011010101100,0.012
111011010101101,0.024
111011010101111,0.012
111011010111110,0.012
111011011000101,0.012
111011011000110,0.012
111011011001001,0.012
111011011001100,0.024
111011011010000,0.012
111011011010100,0.012
111011011010110,0.012
111011011011101,0.012
111011011100100,0.012
111011011100111,0.012
111011011101001,0.012
111011011101011,0.012
111011011101111,0.012
111011011110000,0.012
111011011110011,0.012
111011100000011,0.012
111011100000100,0.012
111011100001010,0.012
111011100001100,0.012
111011100001101,0.012
111011100010000,0.012
111011100010011,0.012
111011100011010,0.012
111011100011011,0.012
111011100011100,0.012
111011100011110,0.012
111011100100101,0.012
111011100101100,0.012
111011100101111,0.012
111011100110001,0.012
111011100110100,0.012
111011100111001,0.012
111011100111101,0.012
111011101000001,0.012
111011101000101,0.024
111011101001010,0.012
111011101001101,0.012
111011101010100,0.012
111011101011100,0.012
111011101100000,0.012
111011101101010,0.012
111011101110111,0.012
111011101111100,0.012
111011110000010,0.012
111011110000100,0.012
111011110001010,0.012
111011110001011,0.012
111011110001100,0.024
111011110001101,0.024
111011110011000,0.012
111011110011001,0.012
111011110011100,0.012
111011110100000,0.024
111011110100001,0.012
111011110101000,0.012
111011110101101,0.012
111011110110000,0.024
111011110110001,0.012
111011110110011,0.024
111011110111010,0.012
111011110111110,0.012
111011111001111,0.012
111011111010000,0.012
111011111011011,0.012
111011111101001,0.012
111011111101100,0.012
111011111111011,0.012
111100000000001,0.012
111100000000100,0.024
111100000000111,0.049
111100000001000,0.012
111100000001001,0.012
111100000001010,0.012
111100000001011,0.012
111100000001100,0.037
111100000001110,0.024
111100000001111,0.012
111100000010001,0.012
111100000010110,0.024
111100000011010,0.012
111100000011100,0.024
111100000011110,0.024
111100000011111,0.012
111100000100001,0.024
111100000100010,0.012
111100000100011,0.012
111100000100100,0.012
111100000101001,0.012
111100000101010,0.012
111100000101011,0.012
111100000101100,0.012
111100000101101,0.012
111100000101110,0.012
111100000101111,0.012
111100000110000,0.024
111100000110010,0.012
111100000110110,0.012
111100000110111,0.012
111100000111000,0.024
111100000111001,0.012
111100000111011,0.012
111100000111100,0.012
111100000111101,0.024
111100000111110,0.012
111100001001001,0.012
111100001001010,0.012
111100001001100,0.012
111100001001101,0.012
111100001010000,0.024
111100001010100,0.012
111100001010101,0.012
111100001011001,0.012
111100001011010,0.012
111100001011011,0.012
111100001011101,0.012
111100001100011,0.012
111100001101000,0.012
111100001101001,0.012
111100001101101,0.012
111100001101110,0.012
111100001110010,0.012
111100001110011,0.012
111100001110100,0.012
111100001110101,0.012
111100001110110,0.012
111100010000001,0.012
111100010000010,0.024
111100010000100,0.024
111100010000101,0.024
111100010000110,0.012
111100010001000,0.012
111100010001010,0.037
111100010001011,0.024
111100010001101,0.012
111100010010010,0.024
111100010010011,0.012
111100010010101,0.012
111100010010110,0.012
111100010010111,0.012
111100010011001,0.012
111100010011011,0.012
111100010011100,0.012
111100010011101,0.012
111100010011111,0.024
111100010100000,0.012
111100010100001,0.012
111100010100010,0.012
111100010100011,0.037
111100010100100,0.012
111100010101000,0.012
111100010101001,0.012
111100010101100,0.012
111100010101101,0.012
111100010101110,0.012
111100010101111,0.012
111100010110011,0.012
111100010110100,0.024
111100010110111,0.024
111100010111010,0.012
111100010111100,0.012
111100010111101,0.012
111100010111110,0.012
111100010111111,0.012
111100011000000,0.012
111100011000001,0.012
111100011000010,0.024
111100011000100,0.012
111100011000111,0.012
111100011001110,0.012
111100011010001,0.012
111100011010111,0.012
111100011011001,0.012
111100011011010,0.012
111100011100010,0.012
111100011100011,0.024
111100011100100,0.012
111100011100101,0.012
111100011100110,0.012
111100011101000,0.012
111100011101001,0.012
111100011101111,0.012
111100011111001,0.012
111100011111011,0.012
111100011111100,0.012
111100011111111,0.012
111100100000010,0.012
111100100000100,0.012
111100100000111,0.012
111100100001000,0.012
111100100001001,0.024
111100100001110,0.012
111100100001111,0.012
111100100010000,0.012
111100100011000,0.012
111100100011111,0.012
111100100100101,0.012
111100100100111,0.012
111100100101001,0.012
111100100101011,0.012
111100100101110,0.012
111100100101111,0.012
111100100110010,0.012
111100100110011,0.012
111100100111100,0.012
111100100111110,0.012
111100100111111,0.012
111100101000011,0.012
111100101001000,0.012
111100101001011,0.024
111100101010011,0.012
111100101010101,0.012
111100110000011,0.024
111100110001000,0.012
111100110001010,0.012
111100110001011,0.012
111100110001100,0.012
111100110001101,0.049
111100110010001,0.012
111100110100010,0.012
111100110100011,0.012
111100110100100,0.012
111100110100101,0.012
111100110100111,0.024
111100110101001,0.012
111100110110000,0.012
111100110111100,0.012
111100110111110,0.012
111100111000001,0.012
111100111000111,0.012
111100111010000,0.024
111100111010011,0.012
111100111011000,0.012
111100111011101,0.012
111100111100100,0.012
111100111101101,0.024
111101000000000,0.024
111101000000010,0.024
111101000000011,0.012
111101000000101,0.024
111101000001000,0.012
111101000001011,0.024
111101000001101,0.012
111101000001110,0.012
111101000001111,0.024
111101000010000,0.024
111101000010110,0.037
111101000011010,0.012
111101000011011,0.012
111101000011101,0.012
111101000011111,0.012
111101000100010,0.024
111101000100101,0.024
111101000101000,0.024
111101000101011,0.024
111101000101101,0.012
111101000101110,0.012
111101000101111,0.024
111101000110000,0.024
111101000110010,0.012
111101000110011,0.012
111101000110100,0.012
111101000110101,0.012
111101000111001,0.012
111101001000111,0.012
111101001001001,0.012
111101001001100,0.012
111101001001110,0.012
111101001001111,0.012
111101001010000,0.012
111101001010110,0.012
111101001010111,0.012
111101001011111,0.012
111101001100100,0.012
111101001101010,0.012
111101001101011,0.012
111101001101100,0.012
111101001101110,0.012
111101001111101,0.012
111101010000000,0.037
111101010000001,0.024
111101010000100,0.061
111101010000101,0.024
111101010000111,0.024
111101010001001,0.049
111101010001010,0.024
111101010001011,0.024
111101010001110,0.024
111101010010011,0.012
111101010010101,0.012
111101010011000,0.012
111101010011001,0.012
111101010011100,0.012
111101010100001,0.012
111101010100010,0.012
111101010100011,0.012
111101010100100,0.012
111101010100111,0.012
111101010101001,0.012
111101010101010,0.012
111101010101011,0.012
111101010101111,0.037
111101010110010,0.024
111101010110011,0.012
111101010110111,0.012
111101010111101,0.012
111101011000000,0.012
111101011000010,0.012
111101011000110,0.012
111101011001111,0.012
111101011100100,0.012
111101011101001,0.024
111101011101110,0.024
111101011111010,0.012
111101011111011,0.012
111101011111111,0.012
111101100000000,0.012
111101100000001,0.012
111101100000010,0.012
111101100000100,0.024
111101100000101,0.012
111101100001100,0.012
111101100001101,0.012
111101100010010,0.012
111101100010011,0.012
111101100011011,0.012
111101100011110,0.012
111101100100100,0.012
111101100100110,0.024
111101100100111,0.024
111101100101000,0.024
111101100101101,0.012
111101100110011,0.012
111101100111001,0.012
111101100111011,0.012
111101100111101,0.012
111101100111111,0.012
111101101000110,0.012
111101101001101,0.012
111101101010000,0.012
111101101010101,0.012
111101101011000,0.012
111101101100010,0.012
111101101101011,0.012
111101101110000,0.012
111101101110101,0.012
111101101111000,0.012
111101110000100,0.012
111101110000101,0.012
111101110001000,0.012
111101110001001,0.012
111101110001010,0.012
111101110001101,0.012
111101110010010,0.012
111101110100000,0.012
111101110100001,0.012
111101110100010,0.024
111101110100101,0.012
111101110100111,0.012
111101110101000,0.012
111101110101001,0.012
111101110101010,0.024
111101110101100,0.012
111101110101101,0.012
111101110110001,0.037
111101110110010,0.012
111101110110111,0.012
111101110111110,0.012
111101111001010,0.012
111101111001110,0.012
111101111011011,0.012
111101111100001,0.012
111101111100101,0.012
111101111100111,0.012
111101111101001,0.012
111101111110011,0.012
111101111110110,0.012
111110000000001,0.012
111110000000011,0.012
111110000000100,0.037
111110000000101,0.012
111110000000110,0.012
111110000001000,0.037
111110000001010,0.012
111110000001101,0.024
111110000001110,0.012
111110000011001,0.024
111110000100001,0.012
111110000100100,0.012
111110000100101,0.012
111110000101000,0.012
111110000101001,0.012
111110000101010,0.024
111110000101011,0.012
111110000101100,0.012
111110000101110,0.024
111110000110001,0.012
111110000110010,0.012
111110000110100,0.012
111110000110110,0.012
111110000111000,0.024
111110000111010,0.024
111110001000011,0.012
111110001000101,0.012
111110001001010,0.012
111110001001100,0.012
111110001001101,0.012
111110001010000,0.012
111110001100000,0.012
111110001100001,0.012
111110001100011,0.012
111110001100100,0.012
111110001100110,0.012
111110001101001,0.012
111110001110010,0.024
111110001110111,0.012
111110001111000,0.012
111110001111010,0.012
111110001111011,0.012
111110001111101,0.012
111110001111110,0.012
111110010000101,0.012
111110010000110,0.012
111110010001000,0.012
111110010001011,0.012
111110010010000,0.012
111110010010001,0.024
111110010010101,0.012
111110010011000,0.012
111110010011011,0.012
111110010011100,0.012
111110010011110,0.024
111110010100010,0.012
111110010100011,0.024
111110010100111,0.012
111110010101001,0.012
111110010101011,0.012
111110010101100,0.024
111110010101111,0.024
111110010110001,0.024
111110010110011,0.012
111110010111111,0.012
111110011000101,0.012
111110011000111,0.024
111110011001000,0.012
111110011010010,0.012
111110011100001,0.024
111110011101110,0.012
111110100001011,0.012
111110100001101,0.012
111110100001110,0.012
111110100001111,0.012
111110100011001,0.012
111110100100010,0.024
111110100100101,0.012
111110100101000,0.012
111110100110111,0.012
111110100111000,0.012
111110101010010,0.012
111110101101110,0.012
111110101101111,0.012
111110101110101,0.012
111110101111100,0.012
111110101111111,0.012
111110110001000,0.024
111110110001010,0.012
111110110010001,0.012
111110110010110,0.024
111110110011001,0.012
111110110011010,0.012
111110110011110,0.012
111110110100001,0.012
111110110100110,0.012
111110110100111,0.012
111110110101111,0.024
111110110110011,0.012
111110110110110,0.012
111110110111101,0.012
111110111000011,0.012
111110111000101,0.012
111110111001010,0.012
111110111001111,0.012
111110111010110,0.012
111111000000001,0.024
111111000000010,0.012
111111000000111,0.012
111111000001110,0.037
111111000010001,0.012
111111000010010,0.012
111111000010100,0.012
111111000010111,0.012
111111000011100,0.012
111111000100010,0.024
111111000100011,0.012
111111000100100,0.012
111111000101000,0.012
111111000101010,0.024
111111000101011,0.012
111111000101101,0.024
111111000110000,0.012
111111000110010,0.012
111111000110110,0.012
111111000110111,0.012
111111000111000,0.012
111111000111001,0.012
111111000111111,0.012
111111001000000,0.024
111111001000011,0.024
111111001000101,0.024
111111001000110,0.012
111111001001000,0.012
111111001001100,0.012
111111001010100,0.012
111111001100111,0.012
111111001101000,0.012
111111001101010,0.024
111111001101110,0.012
111111001110010,0.012
111111001110011,0.012
111111001110110,0.012
111111001111001,0.012
111111001111101,0.024
111111010000000,0.012
111111010000010,0.012
111111010000011,0.012
111111010001000,0.012
111111010001011,0.012
111111010001100,0.012
111111010001111,0.012
111111010010000,0.012
111111010010011,0.012
111111010010101,0.012
111111010011010,0.024
111111010011011,0.024
111111010011101,0.012
111111010100000,0.012
111111010100010,0.012
111111010100100,0.012
111111010100110,0.024
111111010100111,0.012
111111010101001,0.012
111111010101011,0.012
111111010101101,0.024
111111010101110,0.012
111111010110101,0.012
111111010110110,0.012
111111011000010,0.012
111111011001011,0.012
111111011001101,0.012
111111011011010,0.012
111111011110001,0.012
111111011110101,0.024
111111011111111,0.012
111111100000001,0.012
111111100000101,0.024
111111100000110,0.012
111111100000111,0.012
111111100001000,0.012
111111100001110,0.012
111111100001111,0.024
111111100010111,0.012
111111100100000,0.024
111111100100101,0.012
111111100100110,0.012
111111100101000,0.024
111111100101001,0.024
111111100110010,0.012
111111100111011,0.012
111111100111100,0.012
111111101001000,0.012
111111101001111,0.012
111111101011110,0.012
111111101110000,0.012
111111101111000,0.012
111111110000001,0.012
111111110000010,0.012
111111110000100,0.024
111111110000111,0.012
111111110001000,0.012
111111110001100,0.037
111111110010110,0.012
111111110011000,0.012
111111110011010,0.024
111111110011100,0.012
111111110100000,0.012
111111110100001,0.024
111111110101010,0.012
111111110101100,0.012
111111110101101,0.012
111111110101111,0.012
111111110110011,0.012
111111111000110,0.012
111111111001000,0.012
111111111011110,0.024
111111111100101,0.012
111111111100110,0.012
111111111101101,0.012
111111111111110,0.012
